query,_id,_score,name,symbol,entrezgene,notfound
ENSG00000165185,158405,32.905178,KIAA1958,KIAA1958,158405,
ENSG00000250068,ENSG00000250068,32.905178,,,,
ENSG00000148153,58493,32.905186,INTS3 and NABP interacting protein,INIP,58493,
ENSG00000226609,122455334,32.905178,SNX30 divergent transcript,SNX30-DT,122455334,
ENSG00000148158,401548,31.89811,sorting nexin family member 30,SNX30,401548,
ENSG00000119457,57864,31.898127,solute carrier family 46 member 2,SLC46A2,57864,
ENSG00000271631,ENSG00000271631,32.905178,SLC46A2 antisense RNA 1,SLC46A2-AS1,,
ENSG00000237906,100129193,10.614576,"major urinary protein, pseudogene",MUPP,100129193,
ENSG00000228623,169834,31.89812,zinc finger protein 883,ZNF883,169834,
ENSG00000136866,7539,31.89811,ZFP37 zinc finger protein,ZFP37,7539,
ENSG00000225684,100128385,32.905186,family with sequence similarity 225 member B,FAM225B,100128385,
ENSG00000231528,286333,32.905178,family with sequence similarity 225 member A,FAM225A,286333,
ENSG00000136867,1318,31.898127,solute carrier family 31 member 2,SLC31A2,1318,
ENSG00000119321,23307,31.898127,FKBP prolyl isomerase family member 15,FKBP15,23307,
ENSG00000136868,1317,31.898127,solute carrier family 31 member 1,SLC31A1,1317,
ENSG00000176386,246184,31.898127,cell division cycle 26,CDC26,246184,
ENSG00000136875,9128,31.898127,pre-mRNA splicing tri-snRNP complex factor PRPF4,PRPF4,9128,
ENSG00000165188,138065,31.898127,ring finger protein 183,RNF183,138065,
ENSG00000148225,114987,32.905186,WD repeat domain 31,WDR31,114987,
ENSG00000119411,54836,31.898127,B-box and SPRY domain containing,BSPRY,54836,
ENSG00000119431,81932,32.905178,haloacid dehalogenase like hydrolase domain containing 3,HDHD3,81932,
ENSG00000148218,210,31.89812,aminolevulinate dehydratase,ALAD,210,
ENSG00000148229,54107,31.89812,"DNA polymerase epsilon 3, accessory subunit",POLE3,54107,
ENSG00000157653,257169,32.905178,chromosome 9 open reading frame 43,C9orf43,257169,
ENSG00000138835,5998,31.898127,regulator of G protein signaling 3,RGS3,5998,
ENSG00000237073,ENSG00000237073,32.905178,,,,
ENSG00000282897,ENSG00000282897,32.905186,,,,
ENSG00000233817,ENSG00000233817,32.905178,,,,
ENSG00000227482,ENSG00000227482,32.905167,,,,
ENSG00000214669,ENSG00000214669,10.614574,C14orf119 pseudogene 1,C14orf119P1,,
ENSG00000211556,,,,,,True
ENSG00000232905,100132609,10.614574,PDCD2 pseudogene 1,PDCD2P1,100132609,
ENSG00000157657,114991,31.898115,zinc finger protein 618,ZNF618,114991,
ENSG00000106927,259,31.89811,alpha-1-microglobulin/bikunin precursor,AMBP,259,
ENSG00000136883,113220,31.898127,kinesin family member 12,KIF12,113220,
ENSG00000196739,85301,31.898127,collagen type XXVII alpha 1 chain,COL27A1,85301,
ENSG00000207726,619556,32.905178,microRNA 455,MIR455,619556,
ENSG00000229314,5004,31.898115,orosomucoid 1,ORM1,5004,
ENSG00000228278,5005,31.898115,orosomucoid 2,ORM2,5005,
ENSG00000106948,80709,31.898127,AT-hook transcription factor,AKNA,80709,
ENSG00000235119,ENSG00000235119,32.905174,,,,
ENSG00000095397,25861,31.898115,whirlin,WHRN,25861,
ENSG00000271214,ENSG00000271214,32.905186,,,,
ENSG00000235797,ENSG00000235797,32.905186,,,,
ENSG00000136888,9550,31.898115,ATPase H+ transporting V1 subunit G1,ATP6V1G1,9550,
ENSG00000157693,203197,32.905174,transmembrane protein 268,TMEM268,203197,
ENSG00000201749,ENSG00000201749,32.905174,Y RNA,Y_RNA,,
ENSG00000230054,105376230,32.905186,testis expressed 53,TEX53,105376230,
ENSG00000230601,100505478,32.905178,testis expressed 48,TEX48,100505478,
ENSG00000230284,ENSG00000230284,32.905174,,,,
ENSG00000263546,,,,,,True
ENSG00000274919,ENSG00000274919,32.905178,,,,
ENSG00000181634,9966,31.898115,TNF superfamily member 15,TNFSF15,9966,
ENSG00000229817,645266,10.614576,pre-mRNA processing factor kinase PRP4K pseudogene,LOC645266,645266,
ENSG00000106952,944,31.89811,TNF superfamily member 8,TNFSF8,944,
ENSG00000041982,3371,31.898125,tenascin C,TNC,3371,
ENSG00000236461,101928748,32.905186,uncharacterized LOC101928748,LOC101928748,101928748,
ENSG00000173077,50514,32.905178,deleted in esophageal cancer 1,DELEC1,50514,
ENSG00000234692,ENSG00000234692,32.905186,,,,
ENSG00000274755,ENSG00000274755,32.905178,U2 spliceosomal RNA,U2,,
ENSG00000228714,ENSG00000228714,32.905174,,,,
ENSG00000204148,58483,32.905186,long intergenic non-protein coding RNA 474,LINC00474,58483,
ENSG00000228707,ENSG00000228707,32.905178,,,,
ENSG00000182752,5069,31.898127,pappalysin 1,PAPPA,5069,
ENSG00000221772,,,,,,True
ENSG00000226604,ENSG00000226604,32.905178,PAPPA antisense RNA 2,PAPPA-AS2,,
ENSG00000244757,ENSG00000244757,32.905186,,,,
ENSG00000216182,,,,,,True
ENSG00000256040,493913,32.905174,PAPPA antisense RNA 1,PAPPA-AS1,493913,
ENSG00000148219,23245,31.898127,astrotactin 2,ASTN2,23245,
ENSG00000229105,100128505,32.905178,ASTN2 antisense RNA 1,ASTN2-AS1,100128505,
ENSG00000230894,107987014,32.905186,uncharacterized LOC107987014,LOC107987014,107987014,
ENSG00000119401,22954,31.89811,tripartite motif containing 32,TRIM32,22954,
ENSG00000265662,,,,,,True
ENSG00000230734,619445,10.614576,ribosomal protein L10 pseudogene 3,RPL10P3,619445,
ENSG00000207268,100124538,31.89812,"small nucleolar RNA, H/ACA box 70C",SNORA70C,100124538,
ENSG00000201140,106479151,10.614573,RN7SK pseudogene 128,RN7SKP128,106479151,
ENSG00000222413,106479150,10.614576,RN7SK pseudogene 125,RN7SKP125,106479150,
ENSG00000233516,ENSG00000233516,32.905178,,,,
ENSG00000233569,101928797,32.905186,uncharacterized LOC101928797,LOC101928797,101928797,
ENSG00000235133,100271507,10.614571,ribosomal protein L35a pseudogene 22,RPL35AP22,100271507,
ENSG00000136869,7099,31.234789,toll like receptor 4,TLR4,7099,
ENSG00000201444,106480041,10.614576,"RNA, U6 small nuclear 1082, pseudogene",RNU6-1082P,106480041,
ENSG00000228512,,,,,,True
ENSG00000231901,ENSG00000231901,32.905174,,,,
ENSG00000234782,ENSG00000234782,10.614576,TPT1 pseudogene 9,TPT1P9,,
ENSG00000225050,102724929,32.905178,uncharacterized LOC102724929,LOC102724929,102724929,
ENSG00000235201,ENSG00000235201,32.905186,long intergenic non-protein coding RNA 2578,LINC02578,,
ENSG00000231166,107987035,10.614571,TUBB4B pseudogene 6,TUBB4BP6,107987035,
ENSG00000078725,1620,31.898125,BMP/retinoic acid inducible neural specific 1,BRINP1,1620,
ENSG00000260970,ENSG00000260970,32.905186,,,,
ENSG00000276419,,,,,,True
ENSG00000281143,,,,,,True
ENSG00000261432,106146149,32.905186,long intergenic non-protein coding RNA 1613,LINC01613,106146149,
ENSG00000225960,ENSG00000225960,32.905178,,,,
ENSG00000207814,406939,32.905167,microRNA 147a,MIR147A,406939,
ENSG00000280558,,,,,,True
ENSG00000136861,55755,31.89812,CDK5 regulatory subunit associated protein 2,CDK5RAP2,55755,
ENSG00000106780,1955,32.905178,multiple EGF like domains 9,MEGF9,1955,
ENSG00000238181,392387,10.614574,adenosylhomocysteinase pseudogene 2,AHCYP2,392387,
ENSG00000119402,26190,31.898125,F-box and WD repeat domain containing 2,FBXW2,26190,
ENSG00000214654,100288842,31.898125,"beta-1,3-galactosyltransferase 9",B3GALT9,100288842,
ENSG00000270917,ENSG00000270917,32.905178,,,,
ENSG00000095261,5711,31.89811,"proteasome 26S subunit, non-ATPase 5",PSMD5,5711,
ENSG00000226752,ENSG00000226752,10.614574,"cutA divalent cation tolerance like, pseudogene",CUTALP,,
ENSG00000119403,26147,31.89811,PHD finger protein 19,PHF19,26147,
ENSG00000056558,7185,31.89812,TNF receptor associated factor 1,TRAF1,7185,
ENSG00000106804,727,31.89812,complement C5,C5,727,
ENSG00000119397,11064,31.89811,centriolin,CNTRL,11064,
ENSG00000119396,51552,31.89812,"RAB14, member RAS oncogene family",RAB14,51552,
ENSG00000243738,106480492,10.614574,"RNA, 7SL, cytoplasmic 181, pseudogene",RN7SL181P,106480492,
ENSG00000148180,2934,31.898125,gelsolin,GSN,2934,
ENSG00000214651,645482,10.6145735,ATPase H+ transporting V1 subunit B2 pseudogene,LOC645482,645482,
ENSG00000239593,ENSG00000239593,32.905186,,,,
ENSG00000235865,57000,32.905186,GSN antisense RNA 1,GSN-AS1,57000,
ENSG00000148175,2040,31.898115,stomatin,STOM,2040,
ENSG00000227355,102723324,32.905174,uncharacterized LOC102723324,LOC102723324,102723324,
ENSG00000204136,2681,32.905186,glycoprotein alpha-galactosyltransferase 1 (inactive),GGTA1,2681,
ENSG00000240299,106481829,10.614576,"RNA, 7SL, cytoplasmic 187, pseudogene",RN7SL187P,106481829,
ENSG00000213467,ENSG00000213467,10.614573,high mobility group box 1 pseudogene 37,HMGB1P37,,
ENSG00000252940,,,,,,True
ENSG00000136848,153090,31.898127,DAB2 interacting protein,DAB2IP,153090,
ENSG00000229854,ENSG00000229854,32.905186,,,,
ENSG00000274557,,,,,,True
ENSG00000261534,,,,,,True
ENSG00000175764,158135,31.898115,tubulin tyrosine ligase like 11,TTLL11,158135,
ENSG00000237548,,,,,,True
ENSG00000266583,100616312,32.905186,microRNA 4478,MIR4478,100616312,
ENSG00000119421,4702,31.898127,NADH:ubiquinone oxidoreductase subunit A8,NDUFA8,4702,
ENSG00000185681,254956,32.905186,MORN repeat containing 5,MORN5,254956,
ENSG00000106852,26468,31.898127,LIM homeobox 6,LHX6,26468,
ENSG00000119446,92400,32.905186,RNA binding motif protein 18,RBM18,92400,
ENSG00000148187,92399,32.905186,mitochondrial ribosome recycling factor,MRRF,92399,
ENSG00000095303,5742,31.898127,prostaglandin-endoperoxide synthase 1,PTGS1,5742,
ENSG00000269970,ENSG00000269970,32.905186,,,,
ENSG00000233616,ENSG00000233616,32.905178,,,,
ENSG00000229245,,,,,,True
ENSG00000231465,,,,,,True
ENSG00000136834,347168,31.898115,olfactory receptor family 1 subfamily J member 1,OR1J1,347168,
ENSG00000197233,26740,31.898115,olfactory receptor family 1 subfamily J member 2,OR1J2,26740,
ENSG00000239590,26219,31.898127,olfactory receptor family 1 subfamily J member 4,OR1J4,26219,
ENSG00000171505,138883,31.89811,olfactory receptor family 1 subfamily N member 1,OR1N1,138883,
ENSG00000171501,138882,31.89811,olfactory receptor family 1 subfamily N member 2,OR1N2,138882,
ENSG00000171496,138881,31.89811,olfactory receptor family 1 subfamily L member 8,OR1L8,138881,
ENSG00000228914,26742,10.614571,olfactory receptor family 1 subfamily H member 1 pseudogene,OR1H1P,26742,
ENSG00000234156,ENSG00000234156,32.905167,,,,
ENSG00000165202,158131,31.898115,olfactory receptor family 1 subfamily Q member 1,OR1Q1,158131,
ENSG00000171484,,,,,,True
ENSG00000280094,347169,31.898115,olfactory receptor family 1 subfamily B member 1,OR1B1,347169,
ENSG00000173679,26737,31.898127,olfactory receptor family 1 subfamily L member 1,OR1L1,26737,
ENSG00000171481,26735,31.898115,olfactory receptor family 1 subfamily L member 3,OR1L3,26735,
ENSG00000226783,ENSG00000226783,10.6145735,tousled like kinase 1 pseudogene 1,TLK1P1,,
ENSG00000136939,254973,31.898115,olfactory receptor family 1 subfamily L member 4,OR1L4,254973,
ENSG00000171459,392390,31.898127,olfactory receptor family 1 subfamily L member 6,OR1L6,392390,
ENSG00000232387,ENSG00000232387,10.614576,spindle and kinetochore associated complex subunit 2 pseudogene 1,SKA2P1,,
ENSG00000148215,392391,31.898115,olfactory receptor family 5 subfamily C member 1,OR5C1,392391,
ENSG00000136940,5082,31.89812,phosducin like,PDCL,5082,
ENSG00000165204,392392,31.89812,olfactory receptor family 1 subfamily K member 1,OR1K1,392392,
ENSG00000233425,100631239,10.614574,keratin 18 pseudogene 67,KRT18P67,100631239,
ENSG00000056586,54542,31.898115,ring finger and CCCH-type domains 2,RC3H2,54542,
ENSG00000212447,692206,31.898127,"small nucleolar RNA, C/D box 90",SNORD90,692206,
ENSG00000186130,10773,31.898115,zinc finger and BTB domain containing 6,ZBTB6,10773,
ENSG00000171448,57684,31.898115,zinc finger and BTB domain containing 26,ZBTB26,57684,
ENSG00000261094,ENSG00000261094,32.905174,,,,
ENSG00000011454,23637,31.898127,RAB GTPase activating protein 1,RABGAP1,23637,
ENSG00000222351,106481711,10.614573,RNY1 pseudogene 15,RNY1P15,106481711,
ENSG00000213216,ENSG00000213216,32.905174,,,,
ENSG00000188394,2844,31.898125,G protein-coupled receptor 21,GPR21,2844,
ENSG00000225078,ENSG00000225078,32.905178,,,,
ENSG00000236901,81571,32.905178,MIR600 host gene,MIR600HG,81571,
ENSG00000165209,55342,31.898125,spermatid perinuclear RNA binding protein,STRBP,55342,
ENSG00000274325,,,,,,True
ENSG00000148204,286204,31.898125,crumbs cell polarity complex component 2,CRB2,286204,
ENSG00000119522,57706,31.898127,DENN domain containing 1A,DENND1A,57706,
ENSG00000207991,693186,32.905186,microRNA 601,MIR601,693186,
ENSG00000274932,102465688,32.905186,microRNA 7150,MIR7150,102465688,
ENSG00000237336,ENSG00000237336,32.905178,DENND1A antisense RNA 1,DENND1A-AS1,,
ENSG00000222722,,,,,,True
ENSG00000230826,ENSG00000230826,32.905186,,,,
ENSG00000229115,ENSG00000229115,32.905178,,,,
ENSG00000281130,,,,,,True
ENSG00000234881,ENSG00000234881,10.6145735,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 2,PIGFP2,,
ENSG00000106689,9355,31.234783,LIM homeobox 2,LHX2,9355,
ENSG00000236668,100505588,32.905178,LHX2 antisense RNA 1,LHX2-AS1,100505588,
ENSG00000231227,ENSG00000231227,32.905178,,,,
ENSG00000234921,ENSG00000234921,32.905186,,,,
ENSG00000119408,10783,31.898127,NIMA related kinase 6,NEK6,10783,
ENSG00000235204,613206,32.905186,uncharacterized LOC613206,LOC613206,613206,
ENSG00000227200,ENSG00000227200,32.905186,,,,
ENSG00000136930,5695,31.898127,proteasome 20S subunit beta 7,PSMB7,5695,
ENSG00000180264,347088,31.898125,adhesion G protein-coupled receptor D2,ADGRD2,347088,
ENSG00000136931,2516,31.898125,nuclear receptor subfamily 5 group A member 1,NR5A1,2516,
ENSG00000231149,ENSG00000231149,32.905178,,,,
ENSG00000148200,2649,31.89812,nuclear receptor subfamily 6 group A member 1,NR6A1,2649,
ENSG00000231744,ENSG00000231744,32.905178,,,,
ENSG00000241246,106479332,10.614571,"RNA, 7SL, cytoplasmic 302, pseudogene",RN7SL302P,106479332,
ENSG00000224020,100379345,32.905167,MIR181A2 host gene,MIR181A2HG,100379345,
ENSG00000207595,406954,31.898127,microRNA 181a-2,MIR181A2,406954,
ENSG00000207737,406956,32.905186,microRNA 181b-2,MIR181B2,406956,
ENSG00000236643,ENSG00000236643,32.905178,,,,
ENSG00000185585,169611,31.898115,olfactomedin like 2A,OLFML2A,169611,
ENSG00000136918,401551,31.898127,WD repeat domain 38,WDR38,401551,
ENSG00000136942,11224,31.898127,ribosomal protein L35,RPL35,11224,
ENSG00000136950,81873,31.898127,actin related protein 2/3 complex subunit 5 like,ARPC5L,81873,
ENSG00000136935,2800,31.898127,golgin A1,GOLGA1,2800,
ENSG00000199313,106481198,10.614573,"RNA, U4 small nuclear 82, pseudogene",RNU4-82P,106481198,
ENSG00000264641,,,,,,True
ENSG00000173611,286205,31.89811,suppressor of cancer cell invasion,SCAI,286205,
ENSG00000177736,100418706,10.614574,frataxin pseudogene 2,FXNP2,100418706,
ENSG00000119414,5537,31.89812,protein phosphatase 6 catalytic subunit,PPP6C,5537,
ENSG00000232630,ENSG00000232630,10.614573,phosphoribosyl pyrophosphate synthetase 1 pseudogene 2,PRPS1P2,,
ENSG00000235332,ENSG00000235332,10.614573,ribosomal protein SA pseudogene 76,RPSAP76,,
ENSG00000136933,10244,32.905167,Rab9 effector protein with kelch motifs,RABEPK,10244,
ENSG00000044574,3309,31.89811,heat shock protein family A (Hsp70) member 5,HSPA5,3309,
ENSG00000239705,107987127,32.905186,HSPA5 divergent transcript,HSPA5-DT,107987127,
ENSG00000165219,26130,31.898127,GTPase activating protein and VPS9 domains 1,GAPVD1,26130,
ENSG00000214593,ENSG00000214593,32.905186,,,,
ENSG00000200554,106481503,10.614571,"RNA, U6 small nuclear 1020, pseudogene",RNU6-1020P,106481503,
ENSG00000227845,ENSG00000227845,32.905186,,,,
ENSG00000274510,ENSG00000274510,32.905186,Metazoan signal recognition particle RNA,Metazoa_SRP,,
ENSG00000119487,79109,31.898127,MAPK associated protein 1,MAPKAP1,79109,
ENSG00000243845,106479235,10.614573,"RNA, 7SL, cytoplasmic 30, pseudogene",RN7SL30P,106479235,
ENSG00000227068,ENSG00000227068,32.905186,,,,
ENSG00000214761,ENSG00000214761,10.614576,heterogeneous nuclear ribonucleoprotein A1 pseudogene 15,HNRNPA1P15,,
ENSG00000229582,ENSG00000229582,32.905186,PBX3 divergent transcript,PBX3-DT,,
ENSG00000167081,5090,32.905178,PBX homeobox 3,PBX3,5090,
ENSG00000232413,ENSG00000232413,32.905178,,,,
ENSG00000228392,ENSG00000228392,32.905186,,,,
ENSG00000196814,89853,31.898115,multivesicular body subunit 12B,MVB12B,89853,
ENSG00000253079,ENSG00000253079,32.905178,non-coding repressor of NFAT,NRON,,
ENSG00000252985,124902337,32.905178,uncharacterized LOC124902337,LOC124902337,124902337,
ENSG00000233721,ENSG00000233721,32.905178,,,,
ENSG00000279137,ENSG00000279137,32.905178,,,,
ENSG00000226078,,,,,,True
ENSG00000221768,100302147,32.905174,microRNA 1302-7,MIR1302-7,100302147,
ENSG00000221173,,,,,,True
ENSG00000224842,105376277,32.905174,LMX1B divergent transcript,LMX1B-DT,105376277,
ENSG00000136944,4010,31.898115,LIM homeobox transcription factor 1 beta,LMX1B,4010,
ENSG00000238010,ENSG00000238010,32.905174,,,,
ENSG00000266403,,,,,,True
ENSG00000169155,23099,31.898127,zinc finger and BTB domain containing 43,ZBTB43,23099,
ENSG00000177125,403341,31.898127,zinc finger and BTB domain containing 34,ZBTB34,403341,
ENSG00000136828,9649,32.905186,Ral GEF with PH domain and SH3 binding motif 1,RALGPS1,9649,
ENSG00000136859,23452,31.898127,angiopoietin like 2,ANGPTL2,23452,
ENSG00000228487,ENSG00000228487,32.905186,,,,
ENSG00000136895,84253,32.905178,GTPase activating Rap/RanGAP domain like 3,GARNL3,84253,
ENSG00000229369,100419923,10.614574,DENR pseudogene 4,DENRP4,100419923,
ENSG00000271833,ENSG00000271833,32.905178,,,,
ENSG00000136856,29988,31.89811,solute carrier family 2 member 8,SLC2A8,29988,
ENSG00000196152,7633,31.89811,zinc finger protein 79,ZNF79,7633,
ENSG00000197958,6136,31.898125,ribosomal protein L12,RPL12,6136,
ENSG00000201302,26783,31.898125,"small nucleolar RNA, H/ACA box 65",SNORA65,26783,
ENSG00000148356,90678,31.898115,leucine rich repeat and sterile alpha motif containing 1,LRSAM1,90678,
ENSG00000200788,ENSG00000200788,32.905178,Y RNA,Y_RNA,,
ENSG00000136830,64855,32.905178,niban apoptosis regulator 2,NIBAN2,64855,
ENSG00000136854,6812,31.898115,syntaxin binding protein 1,STXBP1,6812,
ENSG00000279571,ENSG00000279571,32.905167,,,,
ENSG00000264329,,,,,,True
ENSG00000187024,138428,31.89811,peptidyl-tRNA hydrolase 1 homolog,PTRH1,138428,
ENSG00000160401,286207,31.89812,cilia and flagella associated protein 157,CFAP157,286207,
ENSG00000167094,158248,32.905186,tetratricopeptide repeat domain 16,TTC16,158248,
ENSG00000160404,27433,31.898127,torsin family 2 member A,TOR2A,27433,
ENSG00000095370,10044,31.898125,SH2 domain containing 3C,SH2D3C,10044,
ENSG00000279363,,,,,,True
ENSG00000136807,1025,31.898115,cyclin dependent kinase 9,CDK9,1025,
ENSG00000266070,,,,,,True
ENSG00000281546,,,,,,True
ENSG00000136877,2356,31.89811,folylpolyglutamate synthase,FPGS,2356,
ENSG00000106991,2022,31.89812,endoglin,ENG,2022,
ENSG00000225032,102723566,32.905178,uncharacterized LOC102723566,LOC102723566,102723566,
ENSG00000222421,ENSG00000222421,32.905167,Y RNA,Y_RNA,,
ENSG00000280697,,,,,,True
ENSG00000222455,100873549,10.614574,"RNA, 5S ribosomal pseudogene 296",RNA5SP296,100873549,
ENSG00000106992,203,31.898127,adenylate kinase 1,AK1,203,
ENSG00000257524,ENSG00000257524,32.905178,,,,
ENSG00000263979,100616429,32.905167,microRNA 4672,MIR4672,100616429,
ENSG00000160408,30815,31.89811,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",ST6GALNAC6,30815,
ENSG00000136840,27090,31.89812,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",ST6GALNAC4,27090,
ENSG00000167103,138429,31.898127,phosphatidylinositol-4-phosphate 5-kinase like 1,PIP5KL1,138429,
ENSG00000227218,124902280,32.905186,uncharacterized LOC124902280,LOC124902280,124902280,
ENSG00000136908,8818,32.905186,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory",DPM2,8818,
ENSG00000167106,399665,32.905186,estrogen-induced osteoclastogenesis regulator 1,EEIG1,399665,
ENSG00000230848,ENSG00000230848,32.905178,,,,
ENSG00000171169,203245,31.898115,nuclear apoptosis inducing factor 1,NAIF1,203245,
ENSG00000148339,114789,31.898125,solute carrier family 25 member 25,SLC25A25,114789,
