query,_id,_score,name,symbol,entrezgene,notfound
ENSG00000231990,101928014,32.905178,uncharacterized LOC101928014,LOC101928014,101928014,
ENSG00000131668,56033,32.905186,BARX homeobox 1,BARX1,56033,
ENSG00000235601,101928040,32.905178,BARX1 divergent transcript,BARX1-DT,101928040,
ENSG00000158079,138639,31.898127,protein tyrosine phosphatase domain containing 1,PTPDC1,138639,
ENSG00000227666,ENSG00000227666,10.614576,CYCS pseudogene 24,CYCSP24,,
ENSG00000269946,,,,,,True
ENSG00000199165,406881,31.234789,microRNA let-7a-1,MIRLET7A1,406881,
ENSG00000199072,406888,31.898127,microRNA let-7f-1,MIRLET7F1,406888,
ENSG00000269929,112903833,32.905186,miRlet-7a-1/let-7f-1/let-7d cluster host gene,MIRLET7A1HG,112903833,
ENSG00000230262,158257,32.905174,long intergenic non-protein coding RNA 2603,LINC02603,158257,
ENSG00000199133,406886,31.898115,microRNA let-7d,MIRLET7D,406886,
ENSG00000175787,169841,31.898127,zinc finger protein 169,ZNF169,169841,
ENSG00000237679,ENSG00000237679,10.614576,voltage dependent anion channel 1 pseudogene 11,VDAC1P11,,
ENSG00000130950,54754,32.905178,NUT family member 2F,NUTM2F,54754,
ENSG00000232063,ENSG00000232063,32.905178,,,,
ENSG00000224815,ENSG00000224815,32.905178,,,,
ENSG00000282886,ENSG00000282886,10.614576,prothymosin alpha pseudogene 12,PTMAP12,,
ENSG00000148110,84641,32.905186,solute carrier family 71 member 2,SLC71A2,84641,
ENSG00000278486,100420501,10.6145735,yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 1,YRDCP1,100420501,
ENSG00000224245,100421692,10.614571,leishmanolysin like peptidase pseudogene,LOC100421692,100421692,
ENSG00000202445,107063537,10.614571,"RNA, U6 small nuclear 669, pseudogene",RNU6-669P,107063537,
ENSG00000231806,101928099,32.905178,prostate cancer associated transcript 7,PCAT7,101928099,
ENSG00000130957,8789,31.89812,fructose-bisphosphatase 2,FBP2,8789,
ENSG00000165140,2203,31.89812,fructose-bisphosphatase 1,FBP1,2203,
ENSG00000148120,84909,31.898127,aminopeptidase O (putative),AOPEP,84909,
ENSG00000252153,100313780,32.905186,microRNA 2278,MIR2278,100313780,
ENSG00000230815,ENSG00000230815,32.905186,,,,
ENSG00000236095,ENSG00000236095,32.905178,,,,
ENSG00000224764,ENSG00000224764,32.905178,AOPEP antisense RNA 1,AOPEP-AS1,,
ENSG00000274115,102466518,32.905178,microRNA 6081,MIR6081,102466518,
ENSG00000207563,407011,32.905174,microRNA 23b,MIR23B,407011,
ENSG00000207864,407019,31.898115,microRNA 27b,MIR27B,407019,
ENSG00000207617,100422842,32.905174,microRNA 3074,MIR3074,100422842,
ENSG00000158169,2176,31.898127,FA complementation group C,FANCC,2176,
ENSG00000229065,ENSG00000229065,32.905186,,,,
ENSG00000223849,ENSG00000223849,32.905174,,,,
ENSG00000251884,100873541,10.614573,"RNA, 5S ribosomal pseudogene 288",RNA5SP288,100873541,
ENSG00000230221,643342,10.6145735,ATMIN pseudogene 1,ATMINP1,643342,
ENSG00000271384,ENSG00000271384,32.905178,,,,
ENSG00000213761,ENSG00000213761,10.614573,metallothionein 1 pseudogene 1,MT1P1,,
ENSG00000237857,,,,,,True
ENSG00000185920,5727,31.898115,patched 1,PTCH1,5727,
ENSG00000271314,ENSG00000271314,32.905174,,,,
ENSG00000271155,ENSG00000271155,32.905186,,,,
ENSG00000271659,ENSG00000271659,32.905186,,,,
ENSG00000229345,ENSG00000229345,32.905186,,,,
ENSG00000228142,ENSG00000228142,32.905167,,,,
ENSG00000227358,ENSG00000227358,32.905178,,,,
ENSG00000175611,100128782,32.905178,ERCC6L2 antisense RNA 1,ERCC6L2-AS1,100128782,
ENSG00000268926,ENSG00000268926,32.905186,,,,
ENSG00000252847,106480218,10.614576,"RNA, U2 small nuclear 46, pseudogene",RNU2-46P,106480218,
ENSG00000182150,375748,31.89811,ERCC excision repair 6 like 2,ERCC6L2,375748,
ENSG00000199202,100873542,10.614571,"RNA, 5S ribosomal pseudogene 289",RNA5SP289,100873542,
ENSG00000237631,ENSG00000237631,10.614571,PARK7 pseudogene 2,PARK7P2,,
ENSG00000225194,100188953,32.905186,long intergenic non-protein coding RNA 92,LINC00092,100188953,
ENSG00000237212,ENSG00000237212,32.905186,,,,
ENSG00000201938,ENSG00000201938,32.905186,Y RNA,Y_RNA,,
ENSG00000275465,158434,32.905186,uncharacterized LOC158434,LOC158434,158434,
ENSG00000224546,100128771,10.614576,eukaryotic translation initiation factor 4B pseudogene 3,EIF4BP3,100128771,
ENSG00000130948,3293,31.89812,hydroxysteroid 17-beta dehydrogenase 3,HSD17B3,3293,
ENSG00000265367,,,,,,True
ENSG00000232283,105376162,32.905186,HSD17B3 antisense RNA 1,HSD17B3-AS1,105376162,
ENSG00000207276,106481546,10.614576,"RNA, U6 small nuclear 1160, pseudogene",RNU6-1160P,106481546,
ENSG00000130958,11046,31.898125,solute carrier family 35 member D2,SLC35D2,11046,
ENSG00000165244,195828,31.89812,zinc finger protein 367,ZNF367,195828,
ENSG00000238251,ENSG00000238251,10.6145735,NSA2 pseudogene 7,NSA2P7,,
ENSG00000130956,22927,31.898115,hyaluronan binding protein 4,HABP4,22927,
ENSG00000081377,8555,31.898115,cell division cycle 14B,CDC14B,8555,
ENSG00000158122,195827,32.905178,peroxiredoxin like 2C,PRXL2C,195827,
ENSG00000224848,ENSG00000224848,32.905167,,,,
ENSG00000233820,ENSG00000233820,10.614574,"makorin ring finger protein 10, pseudogene",MKRN10P,,
ENSG00000280644,,,,,,True
ENSG00000081386,22869,31.89811,zinc finger protein 510,ZNF510,22869,
ENSG00000196597,158431,31.89811,zinc finger protein 782,ZNF782,158431,
ENSG00000196312,ENSG00000196312,10.614571,"major facilitator superfamily domain containing 14C, pseudogene",MFSD14CP,,
ENSG00000269907,ENSG00000269907,10.614574,prothymosin alpha pseudogene 11,PTMAP11,,
ENSG00000227257,ENSG00000227257,32.905178,,,,
ENSG00000188152,441457,32.905178,NUT family member 2G,NUTM2G,441457,
ENSG00000236745,100128237,10.6145735,yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 2,YRDCP2,100128237,
ENSG00000136943,1515,31.898115,cathepsin V,CTSV,1515,
ENSG00000197214,ENSG00000197214,10.614576,transcription elongation factor A1 pseudogene 1,TCEA1P1,,
ENSG00000228376,ENSG00000228376,10.614574,growth arrest specific 2 like 1 pseudogene 2,GAS2L1P2,,
ENSG00000228038,100312801,10.614576,vomeronasal 1 receptor 51 pseudogene,VN1R51P,100312801,
ENSG00000213612,ENSG00000213612,10.614576,"family with sequence similarity 220 member C, pseudogene",FAM220CP,,
ENSG00000277103,ENSG00000277103,32.905186,,,,
ENSG00000159712,ENSG00000159712,10.614576,"ankyrin repeat domain 18C, pseudogene",ANKRD18CP,,
ENSG00000252721,106479919,10.614576,"RNA, U6 small nuclear 798, pseudogene",RNU6-798P,106479919,
ENSG00000242375,,,,,,True
ENSG00000188801,ENSG00000188801,10.6145735,zinc finger protein 322 pseudogene 1,ZNF322P1,,
ENSG00000203279,ENSG00000203279,32.905178,,,,
ENSG00000235494,ENSG00000235494,32.905178,,,,
ENSG00000254876,100499484,32.905186,SUGT1P4-STRA6LP readthrough,SUGT1P4-STRA6LP,100499484,
ENSG00000255036,57653,32.905186,SUGT1P4-STRA6LP-CCDC180 readthrough,SUGT1P4-STRA6LP-CCDC180,57653,
ENSG00000254483,ENSG00000254483,10.614576,SUGT1 pseudogene 4,SUGT1P4,,
ENSG00000254633,ENSG00000254633,10.614576,"STRA6 like, pseudogene",STRA6LP,,
ENSG00000197816,100499483,32.905174,coiled-coil domain containing 180,CCDC180,100499483,
ENSG00000221269,100302223,32.905186,microRNA 1302-8,MIR1302-8,100302223,
ENSG00000228957,ENSG00000228957,32.905186,,,,
ENSG00000196116,23424,31.89812,tudor domain containing 7,TDRD7,23424,
ENSG00000136842,7111,31.89812,tropomodulin 1,TMOD1,7111,
ENSG00000228174,ENSG00000228174,32.905174,,,,
ENSG00000136925,158427,32.905178,thiosulfate sulfurtransferase like domain containing 2,TSTD2,158427,
ENSG00000136937,4686,31.898127,nuclear cap binding protein subunit 1,NCBP1,4686,
ENSG00000231521,ENSG00000231521,32.905174,,,,
ENSG00000136936,7507,31.898115,"XPA, DNA damage recognition and repair factor",XPA,7507,
ENSG00000214417,392371,10.6145735,keratin 18 pseudogene 13,KRT18P13,392371,
ENSG00000266608,,,,,,True
ENSG00000260677,ENSG00000260677,32.905186,,,,
ENSG00000236130,101928337,32.905186,papillary thyroid carcinoma susceptibility candidate 2,PTCSC2,101928337,
ENSG00000178919,2304,32.905167,forkhead box E1,FOXE1,2304,
ENSG00000136932,51531,31.89811,tRNA methyltransferase O,TRMO,51531,
ENSG00000201830,ENSG00000201830,32.905186,Y RNA,Y_RNA,,
ENSG00000136929,55363,32.905178,hemogen,HEMGN,55363,
ENSG00000136938,10541,32.905186,acidic nuclear phosphoprotein 32 family member B,ANP32B,10541,
ENSG00000236896,ENSG00000236896,32.905186,,,,
ENSG00000212521,106481469,10.614573,"RNA, U6 small nuclear 918, pseudogene",RNU6-918P,106481469,
ENSG00000095380,54187,31.89811,N-acetylneuraminate synthase,NANS,54187,
ENSG00000106785,9830,31.89811,tripartite motif containing 14,TRIM14,9830,
ENSG00000274011,ENSG00000274011,32.905178,Metazoan signal recognition particle RNA,Metazoa_SRP,,
ENSG00000106789,7464,31.898115,coronin 2A,CORO2A,7464,
ENSG00000095383,55357,31.898127,TBC1 domain family member 2,TBC1D2,55357,
ENSG00000278412,102465514,32.905186,microRNA 6854,MIR6854,102465514,
ENSG00000224001,ENSG00000224001,32.905186,,,,
ENSG00000136928,9568,31.898127,gamma-aminobutyric acid type B receptor subunit 2,GABBR2,9568,
ENSG00000229897,100130564,10.614576,septin 7 pseudogene 7,SEPTIN7P7,100130564,
ENSG00000281579,,,,,,True
ENSG00000273751,,,,,,True
ENSG00000165138,203286,31.898115,ankyrin repeat and sterile alpha motif domain containing 6,ANKS6,203286,
ENSG00000119514,79695,31.89811,polypeptide N-acetylgalactosaminyltransferase 12,GALNT12,79695,
ENSG00000267026,102724684,32.905167,uncharacterized LOC102724684,LOC102724684,102724684,
ENSG00000229338,ENSG00000229338,10.6145735,NME2 pseudogene 3,NME2P3,,
ENSG00000204291,1306,31.898127,collagen type XV alpha 1 chain,COL15A1,1306,
ENSG00000270412,ENSG00000270412,32.905186,COL15A1 antisense RNA 1,COL15A1-AS1,,
ENSG00000264740,,,,,,True
ENSG00000106799,7046,31.898115,transforming growth factor beta receptor 1,TGFBR1,7046,
ENSG00000252942,100873543,10.614573,"RNA, 5S ribosomal pseudogene 290",RNA5SP290,100873543,
ENSG00000227269,105376174,32.905178,uncharacterized LOC105376174,LOC105376174,105376174,
ENSG00000240235,106479510,10.6145735,"RNA, 7SL, cytoplasmic 794, pseudogene",RN7SL794P,106479510,
ENSG00000119523,85365,31.898127,"ALG2 alpha-1,3/1,6-mannosyltransferase",ALG2,85365,
ENSG00000106803,10952,31.898127,SEC61 translocon subunit beta,SEC61B,10952,
ENSG00000222337,106479195,10.614574,RN7SK pseudogene 225,RN7SKP225,106479195,
ENSG00000255815,347265,10.614576,keratin 8 pseudogene 11,KRT8P11,347265,
ENSG00000271086,100996569,32.905178,"non-protein coding RNA, associated with MAP kinase pathway and growth arrest",NAMA,100996569,
ENSG00000277828,ENSG00000277828,32.905167,,,,
ENSG00000277465,ENSG00000277465,32.905167,,,,
ENSG00000234860,ENSG00000234860,32.905178,,,,
ENSG00000237461,,,,,,True
ENSG00000119508,8013,31.89812,nuclear receptor subfamily 4 group A member 3,NR4A3,8013,
ENSG00000255145,,,,,,True
ENSG00000136874,55014,31.898127,syntaxin 17,STX17,55014,
ENSG00000254571,ENSG00000254571,32.905167,,,,
ENSG00000023318,23071,32.905178,endoplasmic reticulum protein 44,ERP44,23071,
ENSG00000234709,ENSG00000234709,10.614574,UPF3A pseudogene 3,UPF3AP3,,
ENSG00000119509,27130,31.89811,inversin,INVS,27130,
ENSG00000239908,107063539,10.614576,"RNA, 7SL, cytoplasmic 75, pseudogene",RN7SL75P,107063539,
ENSG00000238172,100130980,10.614573,ribosomal protein S2 pseudogene 35,RPS2P35,100130980,
ENSG00000270995,127460883,10.614573,DPPA3 pseudogene 10,DPPA3P10,127460883,
ENSG00000231697,ENSG00000231697,10.614573,Nanog homeobox pseudogene 5,NANOGP5,,
ENSG00000136891,54881,32.905174,testis expressed 10,TEX10,54881,
ENSG00000263475,,,,,,True
ENSG00000066697,91283,32.905186,Myb/SANT DNA binding domain containing 3,MSANTD3,91283,
ENSG00000251349,100526694,32.905186,MSANTD3-TMEFF1 readthrough,MSANTD3-TMEFF1,100526694,
ENSG00000241697,8577,32.905186,transmembrane protein with EGF like and two follistatin like domains 1,TMEFF1,8577,
ENSG00000170681,347273,31.898127,caveolae associated protein 4,CAVIN4,347273,
ENSG00000200966,ENSG00000200966,10.614576,RN7SK pseudogene 87,RN7SKP87,,
ENSG00000237999,644160,10.6145735,actin gamma 1 pseudogene 19,ACTG1P19,644160,
ENSG00000281312,,,,,,True
ENSG00000230161,ENSG00000230161,32.905178,,,,
ENSG00000229541,392374,10.614574,glyceraldehyde 3 phosphate dehydrogenase pseudogene 26,GAPDHP26,392374,
ENSG00000148123,54886,32.905186,phospholipid phosphatase related 1,PLPPR1,54886,
ENSG00000238143,ENSG00000238143,10.614576,TRPC6 pseudogene 4,TRPC6P4,,
ENSG00000253041,ENSG00000253041,32.905178,,,,
ENSG00000227411,347275,10.6145735,"acyl-CoA:amino acid N-acyltransferase, pseudogene",ACNATP,347275,
ENSG00000236763,ENSG00000236763,10.614574,tRNA methyltransferase subunit 11-2 pseudogene 4,TRMT112P4,,
ENSG00000230328,ENSG00000230328,32.905186,,,,
ENSG00000136881,570,31.898125,bile acid-CoA:amino acid N-acyltransferase,BAAT,570,
ENSG00000234502,ENSG00000234502,10.614576,forty-two-three domain containing 1 pseudogene 1,FYTTD1P1,,
ENSG00000136897,54534,31.898127,mitochondrial ribosomal protein L50,MRPL50,54534,
ENSG00000136870,7743,31.898127,zinc finger protein 189,ZNF189,7743,
ENSG00000136872,229,31.89812,"aldolase, fructose-bisphosphate B",ALDOB,229,
ENSG00000270982,ENSG00000270982,32.905178,,,,
ENSG00000225376,101928470,32.905186,TMEM246 antisense RNA 1,TMEM246-AS1,101928470,
ENSG00000165152,84302,31.89812,post-GPI attachment to proteins GalNAc transferase 4,PGAP4,84302,
ENSG00000233055,ENSG00000233055,32.905178,,,,
ENSG00000155827,56254,31.898125,ring finger protein 20,RNF20,56254,
ENSG00000265068,,,,,,True
ENSG00000198785,116443,31.898115,glutamate ionotropic receptor NMDA type subunit 3A,GRIN3A,116443,
ENSG00000188386,5535,31.898127,"protein phosphatase 3 regulatory subunit B, beta",PPP3R2,5535,
ENSG00000230302,100873181,10.614571,MT-ND3 pseudogene 4,MTND3P4,100873181,
ENSG00000230418,ENSG00000230418,10.614571,ARF like GTPase 2 binding protein pseudogene 7,ARL2BPP7,,
ENSG00000238882,106479712,10.614571,"RNA, U6 small nuclear 329, pseudogene",RNU6-329P,106479712,
ENSG00000222117,,,,,,True
ENSG00000235901,ENSG00000235901,10.614571,CCSER2 pseudogene 1,CCSER2P1,,
ENSG00000204250,414319,32.905174,long intergenic non-protein coding RNA 587,LINC00587,414319,
ENSG00000232242,ENSG00000232242,10.614573,"zyg-11 family member A, cell cycle regulator pseudogene 1",ZYG11AP1,,
ENSG00000234269,100421294,10.614576,phosphoribosyl pyrophosphate synthetase 2 pseudogene,LOC100421294,100421294,
ENSG00000155833,1539,31.89812,cylicin 2,CYLC2,1539,
ENSG00000229830,ENSG00000229830,32.905186,,,,
ENSG00000225564,101928496,32.905186,long intergenic non-protein coding RNA 1492,LINC01492,101928496,
ENSG00000226566,ENSG00000226566,32.905174,,,,
ENSG00000253031,100873544,10.6145735,"RNA, 5S ribosomal pseudogene 291",RNA5SP291,100873544,
ENSG00000270332,101928550,32.905178,SMC2 divergent transcript,SMC2-DT,101928550,
ENSG00000136824,10592,31.89812,structural maintenance of chromosomes 2,SMC2,10592,
ENSG00000242111,ENSG00000242111,10.6145735,"topoisomerase I binding, arginine and serine rich like, pseudogene",TOPORSLP,,
ENSG00000203396,100128906,10.614574,WDR45-like pseudogene,LOC100128906,100128906,
ENSG00000186881,138805,31.898127,olfactory receptor family 13 subfamily F member 1,OR13F1,138805,
ENSG00000283001,ENSG00000283001,32.905186,,,,
ENSG00000148136,138804,31.898127,olfactory receptor family 13 subfamily C member 4,OR13C4,138804,
ENSG00000204246,138803,31.898127,olfactory receptor family 13 subfamily C member 3,OR13C3,138803,
ENSG00000186943,138802,31.89811,olfactory receptor family 13 subfamily C member 8,OR13C8,138802,
ENSG00000237443,392375,10.614571,olfactory receptor family 13 subfamily D member 2 pseudogene,OR13D2P,392375,
ENSG00000277556,138799,31.89811,olfactory receptor family 13 subfamily C member 5,OR13C5,138799,
ENSG00000276119,392376,31.89811,olfactory receptor family 13 subfamily C member 2,OR13C2,392376,
ENSG00000136839,286362,31.89811,olfactory receptor family 13 subfamily C member 9,OR13C9,286362,
ENSG00000273423,79538,10.614576,olfactory receptor family 13 subfamily I member 1 pseudogene,OR13I1P,79538,
ENSG00000235248,392377,10.614576,olfactory receptor family 13 subfamily C member 1 pseudogene,OR13C1P,392377,
ENSG00000179055,286365,31.898115,olfactory receptor family 13 subfamily D member 1,OR13D1,286365,
ENSG00000188712,402374,10.6145735,olfactory receptor family 13 subfamily D member 3 pseudogene,OR13D3P,402374,
ENSG00000136783,25934,32.905178,nipsnap homolog 3A,NIPSNAP3A,25934,
ENSG00000165028,55335,32.905186,nipsnap homolog 3B,NIPSNAP3B,55335,
ENSG00000165029,19,31.898127,ATP binding cassette subfamily A member 1,ABCA1,19,
ENSG00000226334,ENSG00000226334,32.905186,,,,
ENSG00000230013,107987106,32.905186,cancer/testis associated transcript 70,CT70,107987106,
ENSG00000201583,ENSG00000201583,10.614573,RN7SK pseudogene 191,RN7SKP191,,
ENSG00000070214,23446,31.898125,solute carrier family 44 member 1,SLC44A1,23446,
ENSG00000106701,83856,32.905186,fibronectin type III and SPRY domain containing 1 like,FSD1L,83856,
ENSG00000229419,26134,10.614576,RALGAPA1 pseudogene 1,RALGAPA1P1,26134,
ENSG00000228317,105376199,32.905186,FKTN antisense RNA 1,FKTN-AS1,105376199,
ENSG00000106692,2218,31.898125,fukutin,FKTN,2218,
ENSG00000279609,ENSG00000279609,32.905174,,,,
ENSG00000186051,6887,31.898127,TAL bHLH transcription factor 2,TAL2,6887,
ENSG00000095209,55151,31.89812,transmembrane protein 38B,TMEM38B,55151,
ENSG00000228366,ENSG00000228366,32.905186,,,,
ENSG00000232486,ENSG00000232486,10.6145735,DEP domain containing 1 pseudogene 2,DEPDC1P2,,
ENSG00000228948,ENSG00000228948,10.6145735,solute carrier family 25 member 6 pseudogene 5,SLC25A6P5,,
ENSG00000225002,ENSG00000225002,32.905178,,,,
ENSG00000234323,100996590,32.905178,long intergenic non-protein coding RNA 1505,LINC01505,100996590,
ENSG00000229297,ENSG00000229297,32.905186,,,,
ENSG00000277889,102465995,32.905178,microRNA 8081,MIR8081,102465995,
ENSG00000237062,ENSG00000237062,32.905186,,,,
ENSG00000234229,,,,,,True
ENSG00000200131,ENSG00000200131,10.614571,RN7SK pseudogene 77,RN7SKP77,,
ENSG00000228143,ENSG00000228143,32.905178,,,,
ENSG00000212276,100873545,10.614574,"RNA, 5S ribosomal pseudogene 292",RNA5SP292,100873545,
ENSG00000148143,58499,31.898127,zinc finger protein 462,ZNF462,58499,
ENSG00000230782,340512,32.905186,uncharacterized LOC340512,LOC340512,340512,
ENSG00000231562,100271398,10.614576,ribosomal protein L7a pseudogene 44,RPL7AP44,100271398,
ENSG00000223615,ENSG00000223615,32.905178,,,,
ENSG00000225531,ENSG00000225531,32.905174,,,,
ENSG00000226047,ENSG00000226047,32.905174,,,,
ENSG00000226535,ENSG00000226535,32.905178,,,,
ENSG00000119318,5887,31.898115,RAD23 nucleotide excision repair protein B,RAD23B,5887,
ENSG00000276883,,,,,,True
ENSG00000226825,ENSG00000226825,32.905174,long intergenic non-protein coding RNA 1509,LINC01509,,
ENSG00000213558,ENSG00000213558,10.614573,high mobility group nucleosomal binding domain 2 pseudogene 32,HMGN2P32,,
ENSG00000199905,106481335,10.614574,"RNA, U6 small nuclear 492, pseudogene",RNU6-492P,106481335,
ENSG00000136826,9314,31.89812,KLF transcription factor 4,KLF4,9314,
ENSG00000236005,ENSG00000236005,32.905178,,,,
ENSG00000227350,111082971,10.614576,peptidylprolyl isomerase A pseudogene 88,PPIAP88,111082971,
ENSG00000202308,106481928,10.6145735,"RNA, U6 small nuclear 996, pseudogene",RNU6-996P,106481928,
ENSG00000275701,,,,,,True
ENSG00000222558,106481515,10.614576,"RNA, U6 small nuclear 1064, pseudogene",RNU6-1064P,106481515,
ENSG00000244104,106479462,10.614576,"RNA, 7SL, cytoplasmic 659, pseudogene",RN7SL659P,106479462,
ENSG00000231293,ENSG00000231293,10.614571,ribosomal protein L36a pseudogene 6,RPL36AP6,,
ENSG00000233727,ENSG00000233727,32.905186,,,,
ENSG00000222459,100873546,10.614571,"RNA, 5S ribosomal pseudogene 293",RNA5SP293,100873546,
ENSG00000236783,100271613,10.6145735,ribosomal protein S15a pseudogene 27,RPS15AP27,100271613,
ENSG00000213557,392382,10.6145735,ribosomal protein L31 pseudogene 43,RPL31P43,392382,
ENSG00000237360,ENSG00000237360,10.6145735,coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 2,CHCHD4P2,,
ENSG00000230030,ENSG00000230030,32.905186,,,,
ENSG00000222512,,,,,,True
ENSG00000169253,ENSG00000169253,10.614576,ribosomal protein L36 pseudogene 14,RPL36P14,,
ENSG00000231678,ENSG00000231678,32.905178,,,,
ENSG00000231810,100271610,10.614574,ribosomal protein L36a pseudogene 35,RPL36AP35,100271610,
ENSG00000213556,100288416,10.614574,ATP synthase membrane subunit f pseudogene,LOC100288416,100288416,
ENSG00000148156,10880,31.898125,actin like 7B,ACTL7B,10880,
ENSG00000187003,10881,31.898127,actin like 7A,ACTL7A,10881,
ENSG00000070061,8518,31.898127,elongator acetyltransferase complex subunit 1,ELP1,8518,
ENSG00000119328,54942,31.898127,actin binding transcription modulator,ABITRAM,54942,
ENSG00000119326,8727,32.905167,catenin alpha like 1,CTNNAL1,8727,
ENSG00000201227,,,,,,True
ENSG00000106771,23731,32.905178,transmembrane protein 245,TMEM245,23731,
ENSG00000199331,ENSG00000199331,32.905167,Y RNA,Y_RNA,,
ENSG00000207698,407036,32.905167,microRNA 32,MIR32,407036,
ENSG00000260230,23732,32.905186,ferric chelate reductase 1 like,FRRS1L,23732,
ENSG00000095203,54566,32.905186,erythrocyte membrane protein band 4.1 like 4B,EPB41L4B,54566,
ENSG00000200106,106481927,10.614576,"RNA, U6 small nuclear 984, pseudogene",RNU6-984P,106481927,
ENSG00000265647,,,,,,True
ENSG00000237124,100873222,10.614576,MT-ND2 pseudogene 11,MTND2P11,100873222,
ENSG00000207329,ENSG00000207329,32.905186,Y RNA,Y_RNA,,
ENSG00000070159,5774,31.898125,protein tyrosine phosphatase non-receptor type 3,PTPN3,5774,
ENSG00000263861,100500898,32.905167,microRNA 3927,MIR3927,100500898,
ENSG00000213539,ENSG00000213539,10.614576,Y-box binding protein 1 pseudogene 6,YBX1P6,,
ENSG00000243444,,,,,,True
ENSG00000232939,107987013,32.905186,PALM2AKAP2 antisense RNA 1,PALM2AKAP2-AS1,107987013,
ENSG00000157654,445815,31.89812,PALM2 and AKAP2 fusion,PALM2AKAP2,445815,
ENSG00000228053,100131672,10.6145735,ribosomal protein L21 pseudogene 87,RPL21P87,100131672,
ENSG00000241978,,,,,,True
ENSG00000188959,401546,32.905186,chromosome 9 open reading frame 152,C9orf152,401546,
ENSG00000136810,7295,31.898127,thioredoxin,TXN,7295,
ENSG00000204193,255220,31.898115,thioredoxin domain containing 8,TXNDC8,255220,
ENSG00000165124,79987,31.89811,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",SVEP1,79987,
ENSG00000206658,106481931,10.614576,"RNA, U6 small nuclear 1039, pseudogene",RNU6-1039P,106481931,
ENSG00000212254,,,,,,True
ENSG00000232896,ENSG00000232896,32.905167,,,,
ENSG00000030304,4593,31.234777,muscle associated receptor tyrosine kinase,MUSK,4593,
ENSG00000223918,100271236,10.614573,ribosomal protein S21 pseudogene 5,RPS21P5,100271236,
ENSG00000198121,1902,31.898115,lysophosphatidic acid receptor 1,LPAR1,1902,
ENSG00000206923,106479757,10.614573,"RNA, U6 small nuclear 432, pseudogene",RNU6-432P,106479757,
ENSG00000207401,ENSG00000207401,32.905174,Y RNA,Y_RNA,,
ENSG00000212409,100379298,10.6145735,RNY4 pseudogene 18,RNY4P18,100379298,
ENSG00000227531,105376219,32.905178,uncharacterized LOC105376219,LOC105376219,105376219,
ENSG00000274263,102465800,32.905178,microRNA 7702,MIR7702,102465800,
ENSG00000171133,26248,31.898125,olfactory receptor family 2 subfamily K member 2,OR2K2,26248,
ENSG00000136813,23392,31.898127,Ecm29 proteasome adaptor and scaffold,ECPAS,23392,
ENSG00000223238,100873547,10.614576,"RNA, 5S ribosomal pseudogene 294",RNA5SP294,100873547,
ENSG00000173258,158399,31.898115,zinc finger protein 483,ZNF483,158399,
ENSG00000106853,22949,31.898127,prostaglandin reductase 1,PTGR1,22949,
ENSG00000224644,ENSG00000224644,32.905174,,,,
ENSG00000204173,ENSG00000204173,10.614573,"leucine rich repeat containing 37 member A5, pseudogene",LRRC37A5P,,
ENSG00000059769,548645,32.905174,DnaJ heat shock protein family (Hsp40) member C25,DNAJC25,548645,
ENSG00000244115,552891,32.905178,DNAJC25-GNG10 readthrough,DNAJC25-GNG10,552891,
ENSG00000242616,2790,31.89812,G protein subunit gamma 10,GNG10,2790,
ENSG00000165181,158401,31.89812,shortage in chiasmata 1,SHOC1,158401,
ENSG00000224067,ENSG00000224067,32.905186,,,,
ENSG00000206907,106480012,10.614576,"RNA, U6 small nuclear 1013, pseudogene",RNU6-1013P,106480012,
ENSG00000148154,7357,31.898127,UDP-glucose ceramide glucosyltransferase,UGCG,7357,
ENSG00000266315,100616114,32.905178,microRNA 4668,MIR4668,100616114,
ENSG00000222356,106479880,10.614574,"RNA, U6 small nuclear 710, pseudogene",RNU6-710P,106479880,
ENSG00000259953,ENSG00000259953,32.905178,long intergenic non-protein coding RNA 2977,LINC02977,,
ENSG00000106868,64420,32.905186,sushi domain containing 1,SUSD1,64420,
ENSG00000222327,106479944,10.614576,"RNA, U6 small nuclear 855, pseudogene",RNU6-855P,106479944,
ENSG00000200261,ENSG00000200261,32.905186,Y RNA,Y_RNA,,
ENSG00000225513,ENSG00000225513,10.614576,ribosomal protein L29 pseudogene 20,RPL29P20,,
ENSG00000119314,9991,31.898125,polypyrimidine tract binding protein 3,PTBP3,9991,
ENSG00000242256,106480484,10.614571,"RNA, 7SL, cytoplasmic 57, pseudogene",RN7SL57P,106480484,
ENSG00000199525,100873548,10.614576,"RNA, 5S ribosomal pseudogene 295",RNA5SP295,100873548,
ENSG00000243911,106481040,10.614571,"RNA, 7SL, cytoplasmic 430, pseudogene",RN7SL430P,106481040,
ENSG00000230081,171420,10.614571,heat shock protein family E (Hsp10) member 1 pseudogene 28,HSPE1P28,171420,
ENSG00000213529,644996,10.614574,ribosomal protein L32 pseudogene 22,RPL32P22,644996,
ENSG00000119471,84263,31.89811,hydroxysteroid dehydrogenase like 2,HSDL2,84263,
ENSG00000230185,ENSG00000230185,32.905178,HSDL2 antisense RNA 1,HSDL2-AS1,,
